ticker,entry,price_changes_1,price_changes_3,price_changes_5,price_changes_10,price_changes_20,indicator_changes_1,indicator_changes_3,indicator_changes_5,indicator_changes_10,indicator_changes_20,percentage_of_high_indicator_3,percentage_of_high_indicator_5,percentage_of_high_indicator_10,percentage_of_high_indicator_20,day_1,day_2,day_3,day_4,day_5,close_1,close_2,close_3,close_4,the_high,the_low,the_entry,date,result
ABC,22,3.275,-0.966,0.291,-7.37,-7.993,0.241,7.686,6.792,11.225,12.784,3.808,3.808,3.808,3.808,-5.4,0.241,3.365,4.08,4.506,0.9865273396832464,0.9348431973313246,1.0457607724881723,0.9348431973313246,1.046,0.898,86.1,2020-03-10,1.039488984740236
ABC,28,-4.972,-5.542,0.13,-5.918,-10.587,2.292,8.78,17.478,33.777,34.507,5.926,10.29,10.29,10.29,-10.57,-8.636,2.292,17.058,17.335,1.0111698637760667,0.9480305039418986,0.8691357497537154,0.9387418397775177,1.03,0.847,85.05,2020-03-18,0.8871251527448686
ABC,34,11.412,13.718,-2.256,4.435,-2.899,-12.365,-19.105,5.194,-0.869,26.684,5.694,5.694,10.412,10.412,-12.807,-12.365,5.677,6.067,18.621,0.97335239199587,1.0477040477360864,1.0528194452814652,1.0258149239166188,1.079,0.952,84.06,2020-03-26,0.9966690748664538
ABC,40,-2.984,-8.158,-0.66,0.806,-5.213,6.849,15.873,5.14,8.163,32.825,2.693,3.639,5.888,10.768,-6.352,-4.38,4.028,4.995,6.849,1.061515748031496,1.0708661417322836,1.0867372047244095,1.0802165354330708,1.1,1.022,81.28,2020-04-03,1.051058070866142
ABC,48,-2.376,1.007,-2.31,0.07,1.458,3.885,1.085,5.15,9.881,5.669,2.545,2.548,2.548,5.546,-6.824,0.353,3.712,3.885,4.024,1.0334917139877158,1.0387066867539692,0.9917719318576891,1.001158882836945,1.044,0.978,86.29,2020-04-16,1.0106617220998955
ABC,87,-3.538,-8.619,-5.963,-0.995,11.11,5.108,8.622,6.438,-1.824,-13.02,1.109,1.109,1.436,3.489,-3.302,1.119,1.676,1.837,5.108,1.0143300181798738,1.028339215057213,1.0599935835739493,1.0706876269917656,1.078,0.99,93.51,2020-06-11,1.0719709122019034
ABEV,23,-8.682,-14.715,-16.224,-20.448,-25.654,18.284,32.998,38.081,56.145,73.917,4.507,4.507,4.507,4.507,-1.123,1.404,3.68,15.836,18.284,0.9242958025820229,0.9366197768385243,0.7429577319945064,0.7975352723088649,1.025,0.718,2.84,2020-03-11,0.7394366084855357
ABEV,29,11.19,10.664,-11.048,-29.669,-36.635,-19.914,-12.536,46.057,104.395,136.176,6.938,10.621,10.621,10.621,-19.915,-13.868,0.365,21.247,58.228,1.0321199342434422,0.9657387912637716,0.9657387912637716,1.0128479532760857,1.15,0.939,2.335,2020-03-19,1.1327622859593411
ABEV,35,-5.104,11.308,4.149,-5.639,-22.05,22.353,-12.106,7.934,48.598,109.211,10.12,10.12,10.12,10.12,-22.911,-11.548,4.435,15.605,22.353,0.9880478201180257,0.9203187057993563,0.8964143460354077,0.9183266967162733,1.012,0.849,2.51,2020-03-27,0.8745019953545421
ABEV,41,1.367,-1.111,-10.282,-1.33,-27.76,-4.128,12.052,36.255,31.202,128.934,5.798,5.798,11.416,11.416,-4.128,-1.004,8.051,16.152,17.184,1.0764044943820223,1.0808988764044942,1.0808988764044942,1.0561797752808988,1.124,1.043,2.225,2020-04-06,1.0606741573033707
