days,Multiplication,change 1,change 2,change 3,Count Diff,Top,Classification,ID
3,8.941320688,0.965918537,1.122586873,1.050822846,2,0.34551679,1,453
2,7.570291604,1.05311973,0.945011783,1.051792829,7,0.317624131,1,453
7,8.483844113,1.0781352,0.97186456,1.241336029,2,0.275666201,1,454
6,8.158757051,1.017838185,0.894425966,0.992418572,2,0.595302331,1,455
1,7.245146463,1.001722653,0.987082885,0.996485834,10,0.628784864,1,455
10,7.928647259,1.006954689,1.056566542,1.05303361,6,0.87438147,1,455
3,7.954134819,0.975757599,0.931129479,1.094736816,1,0.300896013,0,456
2,7.142745698,1.02834322,1.083601286,1.279503059,2,0.298456557,1,456
12,8.608461881,0.963917526,0.897674419,0.892307697,2,0.495193968,1,456
14,9.247263845,1.003665727,0.82262164,1.575351186,1,0.722329842,0,457
3,7.442161168,0.986152833,0.827720216,1.003004361,1,0.632941238,0,458
5,8.50887183,1.028893992,0.978301534,0.941093969,1,0.255800199,0,459
2,7.528471875,1.317829472,0.722619101,1.595690794,1,0.311254573,0,460
5,8.283618417,1.053089697,0.881369373,1.502156999,1,0.616584991,0,461
2,8.185994357,0.908657665,1.031007752,1.006129577,2,0.453133406,1,461
6,9.037996992,0.969230769,0.935538592,1.14893617,6,0.600480686,1,461
5,7.649899382,1.016891892,0.948134092,0.980719794,3,0.550584223,1,461
1,7.028935346,0.986848635,1.033303786,0.85795672,6,0.418912702,1,462
1,7.84926969,0.933076614,0.989057044,1.001382136,2,0.288767278,1,463
16,8.925961291,1.031340685,0.737540107,1.116625296,3,0.545176379,1,464
2,7.429370065,0.967820774,1.03838043,0.945806452,5,0.33240858,1,464
2,8.385596283,1.015670579,0.974757153,0.949431015,2,0.704426351,1,465
1,7.094217335,0.995290323,0.981173296,0.961354839,14,1.046762182,1,465
2,9.148361761,1.020201442,0.999896017,0.982256387,7,0.405014808,1,465
5,9.448535935,0.995674261,0.98700574,0.84882884,4,0.516933124,1,466
2,7.05686985,0.93803354,0.926363627,1.540000044,1,1.056566517,0,466
6,8.956543276,0.99589292,1.163807568,1.633636707,1,0.962492096,0,466
2,7.377282973,1.034017009,1.010924797,0.860609193,1,0.278816574,0,466
6,8.184625234,1.020123857,1.163021801,1.417085483,3,0.296866842,1,467
15,8.878417771,0.987661937,1.121138494,0.955345061,44,0.697239126,1,468
10,8.269962978,1.011797235,0.984540715,1.026700805,19,0.823182589,1,469
10,8.842848127,0.957204819,0.942604015,0.80623607,1,1.048496046,0,470
14,8.625766204,0.982744692,0.796678514,1.075362307,2,0.512731685,1,471
5,8.601435696,1.001006796,0.986794434,1.004617761,3,0.329144006,1,471
3,8.838292137,1.01356305,0.957403651,1.02896503,11,0.49537645,1,472
2,7.564835355,0.938897168,1.095915062,0.794824435,1,0.365639866,0,473
9,8.372355368,0.957577037,1.036347518,0.932047575,3,0.481297796,1,474
9,7.949903381,1.00987779,0.947776992,1.192514575,2,0.5718713,1,475
16,8.997595287,0.994095276,0.979513821,0.964696787,35,0.602889791,1,475
12,8.396034453,0.981153717,0.951868608,1.309044478,2,0.417860254,1,476
10,8.550212536,0.972422195,0.954270203,0.767025862,10,0.560620843,1,476
1,7.525666184,1.052834008,0.977764999,1.004601841,7,0.47945259,1,476
2,9.028816593,0.994652406,1.131893688,1.09339934,7,0.962900894,1,477
4,7.201130349,0.990830946,1.008417975,1.049256734,1,1.003575214,0,478
2,7.678188002,1.033307692,0.977641056,0.638832414,6,1.110206217,1,478
1,7.726699949,1.031451163,1.009852893,0.992963845,4,0.24494068,1,479
3,8.499860666,1.012193297,0.930534968,0.932987589,12,0.452049678,1,479
3,8.063702372,0.975496063,0.957825737,0.985913681,17,0.385039258,1,479
1,7.513648609,1.030266461,0.984544861,1.073247317,2,0.343635046,1,480
4,7.73013515,1.001921851,0.913821299,1.156201661,1,0.562454412,0,480
3,7.850501628,0.969336351,0.912896084,0.893803403,4,0.331095759,1,480
3,7.185137072,1.006412153,0.993909557,0.701413066,2,0.899676567,1,480
4,7.489210446,0.987527772,0.962129212,0.74642227,2,0.657255002,1,480
1,8.115434989,1.002283698,0.965361521,0.970257831,7,0.295725203,1,480
2,8.2173786,1.027042916,1.019926426,0.863552551,2,0.213251649,1,481
20,9.370594248,1.008046818,1.383481822,1.132684294,5,0.26071385,1,482
17,8.229133996,0.982138697,0.932290886,1.079365149,9,0.443458118,1,483
2,7.190246587,1.060701977,0.773758438,1.424114175,1,0.420536116,0,484
1,7.380783739,0.980095444,0.934017504,1.022265888,1,0.65081215,0,485
7,8.844038084,1.012740934,0.997849462,0.97536077,26,0.580550536,1,485
1,7.246717262,0.986862655,1.001294139,0.873613571,5,0.448742921,1,486
8,7.694343712,0.982795699,1.027268761,0.854906937,10,0.539233593,1,487
1,7.251538734,0.96310088,1.006519128,0.902653343,2,0.435999323,1,487
4,9.709492014,1.011520544,1.025489651,0.864211248,16,0.946104157,1,488
2,10,0.994175743,1.020526365,0.963802062,22,1,1,488
3,8.750112944,1.022068674,1.018268877,0.921853237,16,0.530042487,1,489
2,7.007884814,1.01302521,0.978004073,0.986677769,6,1.167486933,1,490
6,8.578717646,1.000335821,1.0339608,0.988167939,4,0.711569688,1,490
1,7.701595828,1.006996058,1.015415605,1.086832249,2,0.600498695,1,491
17,9.126744885,0.970200573,1.255803048,0.827432487,1,0.491875866,0,491
2,8.010834017,0.986042517,1.085614849,1.127038824,6,0.353765833,1,491
2,7.113815266,0.999176277,0.953079179,0.860615566,7,0.340829641,1,491
5,8.614869496,0.964663643,1.060369033,0.950214242,24,0.379630785,1,491
3,8.310947832,1.010241845,0.964147047,0.918644068,9,0.535896899,1,492
1,8.095652965,1.039999974,1.030334197,1.327914896,1,0.552362158,0,493
2,7.634201552,1.064018961,0.894736821,1.145589788,2,0.416368223,1,494
3,8.331286336,0.97751533,1.165671642,0.958931222,2,0.352283534,1,494
5,7.597991811,0.959207015,1.088124213,0.917547569,1,0.691170201,0,495
1,7.461291371,0.993519301,0.944296375,0.979940363,3,0.421012852,1,495
7,9.018072818,1.023410066,1.105081826,0.860072352,3,0.387055011,1,496
2,7.214839799,0.984244116,0.986853469,1.072435586,4,0.930228991,1,497
2,7.185455689,1.003206531,0.95336787,1.104194313,2,0.493532551,1,498
2,7.585410197,1.004459125,0.990710561,0.904831864,8,0.424205414,1,498
3,7.676276281,1.004175043,1.019348597,0.901183821,27,0.421731576,1,498
1,8.3420642,0.998502434,0.988112927,0.956235913,48,0.827558031,1,499
8,8.32341581,1.021488052,0.946714589,0.94179336,3,0.791978284,1,500
5,8.390032636,0.996313103,0.933978519,0.929366549,5,0.262001748,1,501
3,7.526479625,1,1.003516999,0.987893462,3,0.853483168,1,502
1,7.00223896,1.018404908,1.01222597,0.866849863,9,0.550975199,1,503
4,9.261710995,1,1.111916264,0.790844515,4,0.84692126,1,504
1,7.730733773,1.004552352,0.980625931,1.055806938,4,0.861536163,1,504
2,8.101606442,1.020691387,0.927970109,1.550655762,1,0.334413882,0,505
3,7.85938026,0.967913625,1.011613503,0.934498504,2,0.356362447,1,505
1,7.23928234,0.980562808,0.990414878,0.933455005,1,0.427166174,0,505
4,8.100095771,1.003074085,0.97566801,0.994351145,3,0.283746345,1,505
4,8.025719618,0.98306824,1.096013476,0.99009901,3,0.401863261,1,506
1,7.151734515,0.987163561,0.922927587,0.823110408,2,0.276181767,1,506
2,7.389291982,0.941582003,0.946334619,0.827877508,3,0.359792055,1,506
2,7.619049971,1.008513905,1.005409633,0.989263777,1,1.131132834,0,507
5,9.258669528,1.018807093,1.007462687,1.026104418,6,0.817432565,1,508
5,9.740554409,1.01542777,1.006069094,0.965370019,15,1.014905917,1,508
2,7.349251647,0.986729578,0.985507246,0.979510529,3,0.857697539,1,509
6,8.766902172,1.006279435,1.014644351,1.032683184,10,0.915179286,1,509
1,7.060812698,0.998482549,1.006756757,1.003412969,2,1.041309209,1,509
2,7.589633223,0.941782899,1.049264235,0.951497396,2,0.307284041,1,510
2,7.373080938,0.951765764,0.916765738,0.972356834,1,0.990793949,0,511
1,7.125606915,0.934043971,0.972513089,1.007260741,2,0.438808317,1,511
2,7.592260747,0.930787589,1.062142857,0.686803308,1,1.008373421,0,511
1,7.081767623,0.97353439,0.986115349,1.045239909,1,0.910017099,0,512
3,9.077074294,1.0208247,0.995156137,0.967289237,1,0.345841204,0,513
2,7.165344965,1.019818064,0.981170563,0.972465774,4,0.791254159,1,514
1,7.332050727,0.96272,0.997259391,1.013849972,17,0.724959719,1,514
4,8.448279508,0.974930385,0.967957306,1.069012211,1,0.514913619,0,515
5,8.246573669,1,0.919842313,0.961741425,6,0.41045348,1,515
9,8.026573584,1.034146842,0.936598104,0.764636309,1,0.808404424,0,516
1,7.521776346,1.055991668,0.926819594,1.006838903,2,0.483111712,1,516
1,7.03129157,1.017908934,0.996720799,0.84952122,15,0.36520194,1,516
4,8.403733151,1.030735742,1.011588235,0.936720091,53,0.334699795,1,516
5,7.969438649,1.003448276,1.010989011,0.857356462,2,0.262036861,1,517
9,8.434137213,0.99255618,0.999132196,0.874529122,6,0.501340246,1,517
5,8.43267372,0.947008547,0.786935711,1.077488927,2,0.336475495,1,518
1,7.240869517,1.055388511,0.950649351,1.114798462,10,0.509722181,1,518
4,9.606820176,1.002437538,1.018671759,0.926510844,4,0.255965555,1,519
12,9.737668733,1.006613757,1.008164852,0.962576255,33,0.874976839,1,519
3,8.508516412,0.992465016,1.082768778,0.922426787,7,0.283519139,1,520
1,7.458161235,0.994360524,0.982582583,0.892137495,11,0.527178756,1,520
11,9.44835897,0.99622855,1.048809524,0.986934673,6,0.50744522,1,520
10,9.267704013,1.003755163,0.974255775,1.036247723,5,0.476184412,1,521
8,8.195971376,1.004610531,1.03456977,0.952072539,1,0.741705689,0,522
1,7.10612708,0.999261629,0.981818182,0.852898551,8,0.88094484,1,522
2,7.474528582,1.06729194,1.147683506,1.364664336,1,0.455695228,0,523
12,8.582060891,1.007994051,1.092154674,1.092493703,8,0.375162803,1,523
1,7.868288025,1.027131783,0.981547197,0.960584462,24,0.62821915,1,524
2,9.545811625,1.01402439,0.972957084,0.996803255,13,0.998574718,1,524
1,8.205934854,1.002002184,1.005484461,0.989479472,52,0.683711239,1,525
2,8.03521427,1.008823658,0.86634035,1.044388358,1,0.40877711,0,526
2,7.915101308,0.975254174,0.944255289,1.083625111,1,0.477125422,0,527
1,7.072078101,1.061370845,0.99474848,0.960845088,2,0.351265874,1,527
2,7.633523665,0.982282706,0.99546085,0.96361786,4,0.252085725,1,527
2,7.182554261,0.974017744,0.977526695,1.019885301,11,0.472227014,1,527
2,7.667889294,0.980710059,0.961660978,0.894050992,2,0.508133002,1,527
10,8.758366997,1.030844166,0.887323982,1.900000121,1,0.874151457,0,528
3,7.23757705,1.045504994,1.048192771,0.869062899,1,0.52234094,0,528
5,7.845017478,0.986282306,0.968494749,0.871125612,5,0.73534676,1,529
4,9.008909172,0.997732426,1.050885961,1.001140385,7,0.559908449,1,529
4,7.847650912,1.052310324,0.855202026,1.212949521,1,0.945958013,0,530
7,8.252166187,1.02540107,0.935631599,0.899165061,5,0.569239862,1,530
1,8.862214756,0.954814409,1.057011342,0.821733912,1,0.803131902,0,531
2,7.934719115,0.992978872,1.063859364,0.862141021,9,0.749149598,1,532
3,7.773960628,1.000642857,0.971254132,0.984482766,1,0.509813592,0,533
3,7.46220347,1.004115398,0.936163468,1.031330284,1,0.393396196,0,533
16,8.588639154,0.980278422,1.169294037,0.97844546,2,0.808214001,1,534
1,7.504957156,1.134482708,0.967261935,1.208799973,1,0.551533395,0,535
5,7.789332932,0.956120092,1.178619756,1.099062923,1,0.329828541,0,535
2,8.316934099,1.026425591,0.845700824,0.991545898,2,0.358552466,1,535
2,7.068168326,0.981432361,0.95974026,1.019762846,2,0.29742857,1,535
3,8.212510542,0.968741327,0.97658949,0.937148217,6,0.907406582,1,536
6,7.805112828,0.992835433,1.024841151,1.08146223,2,0.583793341,1,536
1,7.281662077,0.984076456,0.994876372,1.037302815,1,0.430053303,0,536
6,8.064433751,0.993023256,1.004024621,0.938048896,11,0.434110634,1,536
5,8.58713188,1.008484381,1.000385802,1.010802469,39,0.56979557,1,537
5,8.504600166,0.984251969,0.993083004,0.882797732,1,0.753432534,0,538
1,7.432063654,0.992664986,0.990864822,0.981286568,1,0.370972182,0,539
1,8.670384455,1.005628518,1.035196687,0.681908562,2,0.815609093,1,539
2,8.40651668,0.969863014,0.943005181,1.044529262,2,0.40379704,1,539
6,8.419024834,0.936073059,1.136323659,0.745886654,1,0.383632421,0,539
1,8.172350311,1.060154533,0.916453679,0.858970673,1,0.659864254,0,540
4,8.552360207,0.95987013,1.130076427,0.906142063,9,0.350656849,1,540
1,8.589131251,1.031423976,1.007481297,0.910433071,4,0.301933621,1,540
10,8.06220326,1.010714286,0.959803922,1.020095694,9,0.453095164,1,541
2,8.616364045,0.96988417,0.966076696,0.787234043,1,0.368343995,0,541
1,8.236742962,1.048587049,0.963305079,0.903599433,1,0.618695266,0,542
1,7.056174822,0.904548241,0.866667746,0.937364769,1,0.545341337,0,542
1,7.219002903,1.003218021,1.00120048,0.947543603,13,0.59245676,1,542
2,7.317657943,1.000906591,0.960646921,1.175418708,1,0.648249672,0,543
2,7.799887531,1.098133876,0.922516428,1.190562382,3,0.582651859,1,543
3,7.621889923,0.97399693,0.950231958,1.064423426,2,0.479318114,1,543
12,8.69515224,0.96089519,1.115600749,1.044484793,5,0.631572956,1,543
6,8.451129569,0.991563555,1.027192483,0.973816197,1,0.664543651,0,543
4,9.488063956,0.997501497,0.99531136,0.99824352,11,0.974737231,1,544
7,10,1.000736355,1.028239836,1.012799254,72,0.413608741,1,544
1,7.154179801,1.008979264,0.93992905,1.135507998,1,0.449232432,0,545
1,7.117206952,0.958333301,1.018177485,1.195121929,2,0.572192449,1,545
7,9.036624816,1.008248184,1.041752312,1.067628841,3,0.288836741,1,545
3,8.754497238,1.034429573,0.957875088,1.038355801,1,0.325688576,0,546
2,8.672654275,0.994194659,1.016165133,0.951035427,4,0.265683476,1,546
1,7.122056393,0.956552455,1.044389755,0.989190693,2,0.805641259,1,547
1,7.093989739,0.990387361,0.982342177,0.857655955,8,0.290432843,1,547
2,7.955020116,0.997940975,0.975084746,0.808779264,7,0.324021634,1,547
1,9.207822526,1.022478061,1.035821977,1.433306632,2,0.366511119,1,548
10,9.209878869,0.88509191,1.206317717,1.273871715,1,0.964162333,0,549
3,9.063415892,0.979542133,1.032160804,0.950211685,1,0.436116073,0,550
2,8.437307482,1.010143702,0.983084577,1.046128501,28,0.505215512,1,551
1,7.048757414,,0.975773212,1.099143311,6,0.43794859,1,552
8,9.241935512,0.984605715,0.932709995,1.17281733,2,0.443271766,1,552
1,7.917048363,0.987906977,0.987669825,0.949703454,2,0.464193101,1,552
1,7.02844126,1.01532567,0.967420814,0.87231967,2,0.604562168,1,553
2,9.535994806,0.975738397,0.996811902,1.003118503,19,0.246973549,1,553
2,7.398128001,0.979583708,0.986131132,0.951824452,2,0.467209444,1,554
2,7.261653384,1.01366999,0.980327353,0.921094496,8,0.558785855,1,554
6,8.220558068,0.982458938,1.022928526,0.958333333,9,0.496624801,1,554
1,7.179907665,0.993870569,1.021613667,1.1155179,2,0.634809485,1,555
3,8.046122498,0.95014317,1.009355333,1.063745704,2,0.255420632,1,555
17,8.774774639,0.97311828,1.586921895,1.531411668,1,0.583526809,0,556
2,7.408537593,1.004101963,0.961739376,0.874820763,8,0.282286456,1,556
2,8.013652539,1.013591911,1,0.9490722,9,0.273718804,1,557
14,10,1.000481244,0.991812895,1.002304738,7,0.710017996,1,558
8,10,0.975195122,0.991104995,0.930069253,6,0.969132439,1,558
1,7.044882025,0.974340193,1.0051673,1.001432606,2,0.414249454,1,559
6,8.005870617,0.945063654,0.889736467,1.40292756,2,0.46099471,1,559
4,8.103165768,1.019620885,0.965101915,0.909689558,19,0.63427285,1,559
11,9.495115332,1.005581835,1.03047619,0.956156716,16,0.673582888,1,560
2,8.033695806,1.001602564,0.992930591,0.980849292,11,0.388999847,1,560
15,8.762478273,0.979233227,1.023310944,1.008,4,0.762692468,1,560
4,7.475447685,0.964237534,0.882022499,1.012222184,1,0.426421376,0,561
1,7.045176796,1.062397312,0.927641098,1.13272007,1,0.347218069,0,561
8,7.917617462,0.987468672,1.046571798,0.894267516,6,0.384516262,1,561
6,8.514940935,0.958128079,1.066225166,1.084656085,4,0.653741675,1,561
6,8.394804061,0.983483483,0.981016442,0.96875,11,0.704150614,1,562
2,8.49587318,0.970885467,1.002372479,0.83323622,23,1.067805456,1,562
2,7.575810024,1.052161552,0.932222005,0.64286922,1,1.006356476,0,563
4,7.335457872,0.96373405,0.91300371,0.851451476,2,0.465479382,1,563
1,9.685776153,0.982459016,0.927146574,0.701178577,1,0.404301024,0,563
2,8.498697349,1.016666667,1.01068333,0.882388912,2,0.766882961,1,563
1,8.028690506,1.058314394,0.927153492,0.827561328,1,0.37284602,0,563
8,8.355616333,1.012320329,1.055218447,0.955867923,9,0.35854963,1,564
1,7.690537777,1.016420719,0.986344853,1.291831564,1,0.748764047,0,565
1,7.311227193,1.021126761,0.996404003,0.961520114,1,0.722384241,0,565
10,8.677318709,0.988545246,1.252284103,1.275903177,2,0.461946779,1,566
1,7.016719733,1.008331291,0.97979798,0.83833214,1,0.602336853,0,566
2,7.189042097,0.90559561,0.896055026,1.222494704,1,0.4608471,0,567
3,7.452087735,0.977714363,1.043696996,0.960625362,10,0.704165136,1,567
6,8.312717893,1.062353493,1.09864396,0.924108419,1,0.432682319,0,568
7,8.503451431,0.945548197,1.114212657,0.991289921,10,0.446503489,1,568
6,8.630855428,0.99490316,1.030851064,1.036916395,8,0.774182813,1,569
1,7.771040775,1.067400085,0.959032066,0.985025259,2,0.433159304,1,570
3,9.28610876,1.00444898,0.968528281,0.937007253,10,0.343571917,1,570
6,7.940531733,1.039190737,0.773557358,1.167732812,1,0.477647931,0,571
6,8.406928818,0.959251101,0.981073404,0.878285708,3,0.295775523,1,571
1,7.572536916,0.960449625,1.018487038,1.046798553,2,0.329842055,1,571
1,8.347306302,0.994807892,1.008961518,1.04004329,8,0.772884209,1,572
2,7.443517434,0.983983984,1.059119497,0.972727273,5,0.953871647,1,572
2,7.439372263,1.016591541,1.045693277,0.959980714,17,0.854433155,1,572
2,7.956496762,1.008707682,1.000405351,0.876395205,25,0.86572204,1,572
2,8.59456252,0.978334881,0.976902576,0.829151177,5,0.343958309,1,573
2,8.495849062,0.990399462,0.986527905,0.989706323,7,0.419518551,1,574
4,8.204345561,0.971428609,1.031060096,1.074542487,1,0.401624133,0,574
2,7.528916409,0.958017032,0.919563071,1.017070278,3,0.264966668,1,575
3,7.587899697,0.965900667,0.901076737,0.84120311,2,0.252096567,1,575
1,7.433439625,0.971014493,1.021498771,0.981993599,2,0.338779209,1,575
2,8.521040911,0.980769231,0.965753425,0.862527716,2,0.500893474,1,575
3,8.63307402,1.018483378,0.912737253,0.997722635,2,0.305016152,1,576
2,7.483154432,1.029210215,0.97660513,0.756641448,1,0.315858739,0,576
8,8.710044214,0.969285714,1.102106956,0.932203379,1,0.397276116,0,577
6,7.927197775,1.021377672,1.035102041,1.118887015,4,0.510005641,1,578
10,7.651896772,1.022649279,1.088235294,0.989598811,7,0.472084241,1,578
1,8.079633285,0.970595087,0.99340049,0.965517241,2,0.339737404,1,579
1,7.348717413,0.968959487,1.043661548,0.835505136,2,0.37623195,1,579
1,7.210064156,0.996082119,1.00097371,0.947848963,4,0.457083712,1,579
2,7.867989899,0.957436556,0.977048663,0.945749614,6,0.487485542,1,579
19,9.081124192,1.03863295,1.13673804,0.878489289,1,0.577540162,0,580
10,8.148347707,0.947444204,1.044809559,0.850634802,1,0.917768847,0,580
9,8.354715039,1.009628611,1.13303438,0.911127707,2,0.323413646,1,580
3,8.598283305,0.893916958,0.840177578,1.89966776,2,0.284969705,1,581
3,8.009383741,1.048155097,1.167142857,0.702158273,1,0.497167032,0,581
10,8.658798049,0.944486725,0.862424215,1.076106133,1,0.972705376,0,582
3,7.736172719,1.010604454,1.03575419,0.967007964,5,0.425812301,1,582
1,8.174453215,0.996369295,1.002590674,0.879544993,27,0.621469456,1,582
1,7.688447124,0.987430993,1.009515955,1.036002225,1,0.571373046,0,583
10,7.938229922,1.098959115,0.897766622,1.032272608,1,0.512128033,0,583
4,9.312026285,1.025014324,1.066193173,1.086808475,1,0.247779063,0,583
14,8.387696263,0.989348853,1.009274398,0.992965399,20,0.671914178,1,583
2,7.986738999,1.001076426,1.015178179,1.066376496,10,1.106918239,1,584
9,9.80471009,1.003119152,1.122681883,0.991691896,6,0.424475081,1,585
3,7.403518813,1.034332723,0.909935533,1.053949915,1,0.55246403,0,586
3,7.929572464,0.947051095,0.992094342,1.204048107,1,0.586465694,0,586
1,7.149615228,1.030518016,0.955125633,1.161630859,1,0.943255059,0,587
2,9.680053268,0.994074588,0.989568806,0.997764384,8,0.884387407,1,588
6,8.227258409,1.032622303,1.059602622,1.290713375,2,0.325262737,1,589
2,8.139376208,1.05,1.017837235,0.907961604,3,0.458696757,1,589
5,7.839666745,0.98,1.06221409,0.83,3,0.30998729,1,589
2,7.52776281,1.012521521,1.014995002,0.973189472,10,1.069555513,1,590
3,7.238016917,0.991387294,0.990865459,0.966562639,20,0.727678664,1,590
3,8.067568412,1.008493666,0.978246151,1.179077655,4,0.798860177,1,591
3,7.455693522,0.937909019,1.353769248,1.784792543,1,0.499667959,0,592
2,7.459163492,0.978575801,0.88991164,1.11427551,1,0.515856837,0,592
2,7.403524024,1.017877095,1.051745898,1.157631369,2,0.707836218,1,592
2,7.348865034,0.959272972,1.074839629,0.80570803,1,0.630358296,0,592
11,7.72900801,1.043447038,0.90349983,1.050863166,1,0.442400777,0,592
4,8.420253481,1.027264769,0.880451118,1.009586958,4,0.769395909,1,593
19,8.692184169,0.990560101,1.031133285,1.412499973,2,0.446115287,1,593
16,8.695827027,1.045248869,0.858252427,1.067282322,3,0.382607129,1,593
10,9.014975793,0.980091884,0.97761194,1.183941606,4,0.492934264,1,593
2,7.665042804,1.032306662,1.049181798,0.953122081,6,0.896052927,1,594
1,7.101713242,0.995046235,1.019324513,0.808031342,7,0.891323024,1,595
1,7.204440481,1.000409132,0.992545967,0.871722536,45,0.936810113,1,595
1,7.667595712,1.019019073,0.984969977,1.515624078,1,0.295985241,0,596
34,9.035025243,0.972632599,0.818092636,0.812962497,1,0.488077896,0,597
1,8.646135608,1.012222222,0.941419142,0.810176532,7,0.617749892,1,597
1,7.158757703,1.036448812,1.004712102,0.985775413,1,0.514761924,0,598
1,7.106292001,1.019861432,1.005106778,0.9466008,3,0.619694251,1,599
2,8.238646555,1.002569373,0.976330184,1.038574219,3,0.339161223,1,599
2,8.359286722,1.018724788,0.954347826,0.701111111,9,0.612281668,1,600
1,8.581308003,1.00098912,0.995533499,0.900098912,3,0.602706138,1,600
3,8.425498539,0.99228325,1.012814645,0.947612425,1,0.599019564,0,600
1,9.088437035,0.992105263,1.007234727,0.924369748,10,0.460862521,1,601
2,8.306086786,0.977947795,0.956531236,0.997783688,1,0.467760922,0,601
5,7.298273746,0.99626207,1.005118563,0.987109621,21,0.295855122,1,602
1,7.236574739,0.898305069,0.964444478,1.020000034,1,0.607127404,0,603
5,9.018667461,1.025210101,0.877637082,1.202156332,1,0.664577503,0,603
1,7.457044052,0.925989702,1.121149932,1.53114759,1,0.570542728,0,603
12,8.700041263,0.948333333,1.206066893,1.260593236,1,0.336913319,0,603
7,9.009916176,0.999453552,1.083235639,1.065386923,1,0.546014961,0,603
9,9.10187265,0.997880233,1.158087466,0.817743794,5,0.403099312,1,604
1,7.56754507,1.126692403,1.060512836,0.986373154,2,0.28217954,1,605
2,7.844314502,1.001309704,0.939860422,0.966851887,2,0.69640563,1,606
10,8.733347346,1.037799616,1.178221415,1.268665811,1,0.580053681,0,606
2,7.644458345,0.965893271,1.042504454,0.912285268,4,0.321115493,1,606
2,7.562483028,1.011381931,1.024057489,0.875858152,2,0.943483753,1,607
2,8.388000407,1.003226396,0.859843261,1.050329546,1,0.366241659,0,608
2,7.314407601,1.005950466,0.989243807,0.856532439,5,0.875076066,1,608
1,7.19707661,0.963494133,0.998196426,0.843937375,39,0.963092533,1,608
1,7.295877935,1.002364056,0.980818403,1.089179939,2,1.151003834,1,609
2,7.525032063,0.890584125,1.040721848,1.401456617,1,0.352120059,0,609
7,9.003942222,0.997425997,0.948770492,0.932939723,11,0.323101699,1,609
1,7.869070156,0.968696069,0.917838386,1.1228654,5,0.310497537,1,610
2,7.412615751,0.974913264,0.849282297,0.909521554,4,0.412732609,1,611
1,7.850494064,0.937425476,0.984729925,1.352964629,3,0.654147509,1,612
1,7.132786784,0.980046644,0.980740557,0.834298386,8,0.62329957,1,612
1,7.103832682,0.945496843,0.987915408,0.884229816,2,0.83697472,1,612
2,7.408534654,0.976032397,0.951658372,0.975261474,2,0.457227896,1,613
2,8.102841321,1.125899271,0.843983373,1.254395963,1,0.326171213,0,613
2,7.325884465,0.994708995,1.001630878,0.943467676,12,0.642174714,1,613
1,7.735882473,1.029725769,1.025,0.847736626,6,0.338731632,1,614
2,7.118902046,1.049469965,0.957473684,0.924401512,4,0.954512425,1,614
1,7.449590347,0.981623222,0.970059908,0.78722107,1,0.482809682,0,615
4,7.288778486,0.981333333,0.997319035,0.977242303,2,0.98606254,1,615
5,7.60693949,1.008665511,0.964201772,0.948302977,7,0.758561758,1,616
2,7.140680643,0.958203853,1.071440248,0.921833333,28,0.890958475,1,616
2,7.867109339,0.996969724,0.950198312,1.018092717,5,0.327966791,1,617
7,8.700953486,1.046836169,0.903800663,1.1102186,4,0.420519821,1,617
5,7.451124992,1.01440358,0.986946257,0.95118933,1,0.48057068,0,617
1,8.196161092,0.986768936,1.003103983,0.954020003,2,0.371121924,1,618
10,9.710803002,0.99284536,0.568361783,1.260786449,1,0.281677242,0,619
14,8.127547004,1.027674024,1.267324508,2.075500777,1,0.30682789,0,619
3,7.782805738,1.013747401,0.994441572,0.853932584,2,0.898139857,1,619
7,8.068971268,0.996914082,0.941302354,0.881063433,16,0.526480866,1,620
5,7.93133525,1.010429055,0.998961555,0.997066007,4,0.822209369,1,621
6,8.948746279,0.990304537,1.053624886,0.978819579,6,0.831845717,1,621
1,7.234921733,0.996343454,1.027676484,1.101890944,7,0.486569245,1,622
6,9.041075977,0.96609509,1.082992641,0.845110929,2,0.295486305,1,623
1,8.091352886,0.932068311,1.017401392,0.974242424,1,0.886553402,0,623
16,8.257269692,0.977384464,1.087950748,0.943805598,3,0.600592758,1,624
4,7.471609358,0.986935424,1.026436782,0.902638072,1,0.492523981,0,624
2,7.987570396,1.068200486,1.086292138,1.474201447,1,0.415553107,0,625
9,8.433087631,1.001819284,0.979689367,0.789505796,11,0.924938957,1,626
8,7.785278228,0.990183415,1.08466052,1.003031974,20,0.639214065,1,627
3,7.85339976,0.958643261,0.981020166,0.837652666,3,0.388019616,1,628
10,8.382955346,1.069195751,1.01222421,1.04130967,2,1.081657412,1,628
2,8.215887718,1.017905589,1.009615385,0.903431101,2,0.43055257,1,628
2,7.937644494,0.97188888,0.989370401,0.846748401,1,0.381298815,0,628
6,8.050535557,1.020152312,0.869143949,1.110592129,2,0.809613578,1,629
2,7.510734853,1.027086277,0.987633099,0.909103895,7,0.65603022,1,629
1,7.260881389,0.985755358,0.991167981,0.916029551,5,0.433239538,1,629
1,7.681686144,0.968507114,0.926667954,1.155015462,1,0.483097571,0,630
4,8.531960022,1.068335699,0.830757348,1.062143148,1,0.328453355,0,631
1,7.501602003,0.962267072,0.929113498,1.197641915,2,0.287239812,1,631
3,7.282488136,0.995117801,1.078923974,1.294967416,3,0.274670933,1,631
