days,Multiplication,change 1,change 2,change 3,Count Diff,Top,Classification,ID
1,7.131889025,1.007465658,0.992816522,0.765584828,5,0.573401392,1,1049
1,7.293399788,0.977784587,0.997029602,0.873332669,11,0.584206422,1,1049
1,7.237742307,0.993160622,0.974332961,0.996006144,57,0.647328066,1,1049
1,8.812611951,0.972972961,1,0.987135182,3,0.300525928,1,1050
9,9.184374596,1.10878235,0.822795338,1.244624035,2,0.299056441,1,1050
1,7.014495217,0.977067335,0.984899493,0.951347539,2,0.742913059,1,1051
10,9.124419629,0.988395614,1.201146497,1.058933466,8,0.521618579,1,1051
10,8.226859318,1.004111664,1.039550562,1.065849228,36,1.080714447,1,1052
10,8.285720195,0.997009346,0.992440686,0.960134128,20,0.462675861,1,1053
5,7.762130592,0.894186675,0.86507423,1.48868734,1,0.496132239,0,1054
6,7.880284266,1.026886035,1.032067477,0.742629446,3,0.368040823,1,1055
5,7.731977523,0.985652798,1.087084871,0.846886447,1,0.504153749,0,1055
7,8.139831696,1.008928571,0.965367965,1.008771909,10,0.367323601,1,1056
7,8.496467754,0.982532751,0.978165939,0.995614035,18,0.327185133,1,1056
10,9.035248002,1.004081633,0.970238095,1.031496063,4,0.970279235,1,1056
1,7.076698012,1.044710997,1.003243214,1.039958953,1,0.61313976,0,1057
3,7.60628257,1.05258467,1.227171492,0.943488922,2,0.779272253,1,1057
3,7.207927112,1.003533569,0.919672131,0.844501718,2,1.132617451,1,1057
4,7.26449406,0.967857143,0.939495798,0.854166667,1,0.618930156,0,1057
1,7.518385066,0.93220339,1.005307856,1.272930649,1,0.64303264,0,1057
2,7.574794874,0.920175659,0.988567229,1.246997071,1,0.778981312,0,1058
1,8.144247608,0.97420939,1.02574099,1.247052204,1,0.555233865,0,1058
2,7.787744731,1.027932961,1.080660836,0.86869029,3,0.234380194,1,1058
4,8.677824243,0.987157534,1.042278594,0.855788313,1,0.46083547,0,1058
2,10,1.005186722,1.018701299,0.987849974,2,0.849232961,1,1059
1,7.157423793,0.986708822,0.991605085,0.989749267,3,0.797264758,1,1060
1,7.028730572,,0.989951991,1.037588203,31,0.789631352,1,1060
14,8.794261213,1.001627219,0.940212014,1.011245114,67,0.419818178,1,1060
1,7.305822603,0.992862871,0.942745134,1.240679233,1,0.466427708,0,1061
1,8.509755931,0.922707604,0.929571625,1.269967974,1,0.378601793,0,1061
2,7.475181298,1.177444791,0.926080864,1.737499952,1,0.529728225,0,1061
4,8.713474829,0.993274485,0.990295188,0.901239647,8,0.27066125,1,1061
2,7.537766849,0.945618715,0.965079365,0.929114938,2,0.618346566,1,1061
1,8.047830858,1.041363636,1.043278085,1.123350023,5,0.503233038,1,1061
2,9.296683444,0.992803209,0.995036496,1.034345794,26,0.898082464,1,1062
10,8.403122684,0.817805615,0.901657132,1.068653846,1,1.000794797,0,1063
1,7.305892248,1.022978723,1.07748184,0.8868302,3,0.324792048,1,1064
1,7.673838738,0.990442478,0.995068686,0.981042654,7,0.716547312,1,1064
1,8.572316333,0.979571241,1.01071993,1.018075011,1,0.269635873,0,1065
2,8.042728395,0.967074318,1.046406003,1.114488349,2,0.452230529,1,1065
5,7.336779376,0.928916494,0.969805253,0.75284738,3,0.625383848,1,1065
9,9.008194602,0.984968354,1.016574586,1.071488294,1,0.4200405,0,1066
1,8.111936699,0.988603223,0.998051442,1.025759323,11,0.963335984,1,1066
1,8.628746263,1.060507248,0.982500008,1.272280513,1,0.346522485,0,1067
1,8.439404073,0.995807128,0.970930233,0.894331066,10,0.420998419,1,1067
6,8.456444364,0.920398458,0.918307149,1.126057817,14,0.3254156,1,1068
7,8.108324322,1.012883163,0.983218589,0.965199161,21,1.059491268,1,1069
3,7.421290266,0.939345433,0.980696429,1.049884568,3,0.207582961,1,1070
7,8.031994774,0.971738444,1.028417642,0.88261899,3,0.244004464,1,1070
2,7.855142243,1.076230209,0.813145207,1.163707641,1,0.489842437,0,1071
3,8.9138651,1.007100149,1.026681614,1.014858598,3,1.009674987,1,1072
4,8.045562059,1.036465116,1.021327819,1.00154464,12,0.421222018,1,1072
1,8.237947945,0.982244943,1.027572142,0.912714401,3,0.336728043,1,1073
10,7.829738936,0.994345518,1.068161288,0.955610831,4,0.504710376,1,1073
2,8.618579089,0.993643102,0.906589001,1.055742621,2,0.504296615,1,1074
1,7.183431062,0.968150134,0.984284073,0.867085258,1,0.598361233,0,1074
9,9.118241436,0.992361765,1.026288576,0.856673988,8,0.683618619,1,1074
10,8.696780991,1.001744476,1.01720339,0.950222836,11,0.740241095,1,1075
2,7.921224763,1.002882364,1.025209311,0.97051822,3,0.30259416,1,1076
2,7.433907401,1.04475,1.009459796,0.918857432,3,0.6630845,1,1077
2,7.463325652,1.01233566,0.96387803,0.896384779,11,0.641735292,1,1078
2,7.676943032,1.007240323,1.002750653,0.864650335,7,0.471245602,1,1078
1,7.405037694,1.010212766,0.986924389,0.987863393,11,0.315709755,1,1078
5,8.219808853,0.992812638,1.057376993,1.332027068,1,0.320971689,0,1079
3,7.883517944,1.003691853,1.030288227,0.852312282,1,0.486972756,0,1079
1,7.124586903,0.988224839,0.991664839,0.944566652,2,0.415653198,1,1079
1,7.39535004,1.069134592,0.992176387,1.071216617,2,0.394139004,1,1079
1,7.088349725,0.987719881,1.000496032,0.896116827,6,0.848126078,1,1080
1,7.058765425,1.019732654,0.989737011,0.87222401,5,1.040272179,1,1081
9,8.534805316,0.955319149,0.989828694,0.870406732,1,0.808698487,0,1081
6,8.670579853,0.953523728,0.896912551,1.079901258,4,0.35107536,1,1082
3,7.398573368,0.987193759,0.90384341,0.854415607,3,0.708071989,1,1083
12,8.324581625,0.96104132,0.818247264,1.065145658,4,0.369520929,1,1083
10,9.319168119,0.976253923,1.033302268,0.859526409,7,1.004594763,1,1083
1,7.160410472,1.037645965,1.019581002,1.051661828,3,0.305138933,1,1083
10,8.62476418,1.003464584,1.025276019,0.940876771,6,0.66651938,1,1083
1,7.048085649,0.9898403,0.925494135,1.092539686,2,1.044724654,1,1084
6,8.347999604,0.993783304,1.015837087,0.990610382,4,0.732686841,1,1084
2,8.429111172,0.991803279,0.961181435,0.87148257,7,0.834795545,1,1084
4,8.092991344,1.006255975,0.982999992,1.176672423,5,0.409299794,1,1085
3,7.912553209,1.012799339,0.97272378,0.960904561,5,1.071358599,1,1085
6,8.29109424,0.959368846,0.807637842,1.132674915,1,0.538930104,0,1086
1,9.196899924,0.980765417,0.993968795,0.853798324,13,0.899959293,1,1086
1,7.064454718,1.012997962,0.99464869,0.951782706,45,0.84419303,1,1086
8,8.067735253,0.954280156,1.088266958,1.353862252,3,0.32923497,1,1087
2,8.214645916,1.00397351,0.950078003,0.767154958,1,0.332157683,0,1087
5,7.244544047,1.020301015,1.070067609,0.75584883,1,0.48967982,0,1088
16,8.987564994,0.988435039,1.38667992,0.871399866,19,0.952630746,1,1089
7,7.830747582,1.017996567,1.109693083,0.881093745,3,0.384736697,1,1090
7,9.447001271,0.945253349,1.057545846,0.925535405,9,0.297787372,1,1090
2,8.426739482,0.987136087,1.014044944,0.993754337,4,0.900911918,1,1091
2,7.647789296,1.001627604,1.001981506,1.013315579,3,0.863115801,1,1091
1,7.745631137,1.025093581,0.968617585,1.153095734,7,0.86026166,1,1092
11,9.09222068,1.020454225,0.96375528,1.067351907,1,0.692936741,0,1092
2,7.421175677,0.98825257,0.944066328,0.961350294,21,0.539868464,1,1093
1,8.540964673,1.044414591,0.936842102,1.165745835,1,0.622865596,0,1094
4,7.897490372,0.93289689,1.022481266,0.946127946,1,0.647767264,0,1094
7,9.099793937,1.015346994,1.083119266,0.94340767,1,0.388617249,0,1095
1,7.016426696,1.008991568,0.977671451,0.942487358,5,0.694937039,1,1095
2,7.912804264,0.979800617,1.049582137,1.157978795,1,0.612767729,0,1096
5,8.522523989,1.001323365,1.194652366,1.186077672,2,0.315842727,1,1096
4,7.208405551,0.975869121,1.099676969,0.789011023,9,0.543226345,1,1096
15,8.307631504,1.004186047,1.028860029,0.976104905,13,0.360356487,1,1097
2,7.71998887,1.004075584,1.013162843,0.991707501,56,0.297843047,1,1098
1,7.475598367,0.997246191,0.997798165,0.950018376,29,0.549996309,1,1099
3,7.830727755,0.997738409,1.024049651,1,11,0.554179874,1,1100
3,7.474226216,0.996611446,0.991754123,1.017278287,17,1.026593726,1,1100
1,7.268300276,0.979676493,0.960784332,1.10075493,2,0.979055042,1,1101
4,7.461354825,0.952226343,0.995284557,1.246404402,1,0.345389788,0,1101
2,7.373405269,0.946258505,0.977265222,1.412891645,2,0.297185859,1,1101
8,8.364744157,1.041622481,1.081698341,0.959103668,2,0.356973942,1,1101
1,8.096917567,1.006816633,0.93968254,0.813566553,9,0.334484665,1,1101
1,7.703115332,0.99780721,0.991546409,0.908575298,10,0.323342388,1,1102
1,7.013523997,1.018250472,1.017264276,0.967035865,27,0.331509733,1,1102
5,8.579298002,1.025138069,0.963921283,1.059513235,16,0.341307221,1,1102
1,7.132593659,0.989590726,1.002536538,1.049140049,27,0.383929262,1,1103
4,7.529270894,1.053324015,1.145696501,1.144943682,2,0.425893289,1,1104
2,7.744698464,1.066634422,0.919026837,0.899567843,3,0.469681049,1,1104
11,8.764993593,0.971064784,1.128286974,0.993727735,2,0.405409972,1,1104
2,7.405404582,0.955471431,0.97097878,1.15535792,2,0.507329356,1,1105
10,8.670518882,0.987066054,1.051659049,1.099906324,3,0.690051125,1,1105
1,7.544561028,0.949421268,0.946335362,0.964488417,1,0.662124022,0,1106
1,7.287892362,1.038786749,0.974208879,1.101233607,2,0.536700208,1,1106
1,8.054185015,0.977177948,0.999615153,0.97231215,2,0.276744971,1,1107
4,8.179953228,0.976906928,0.936370989,0.886522911,8,0.929900478,1,1108
5,8.175275311,0.985930736,0.920218038,0.914767051,3,0.383997823,1,1109
1,7.425310736,0.959229937,1.008334558,1.08049583,2,0.951733613,1,1110
4,8.104005296,0.998390774,1.029411765,0.73482156,4,0.466626111,1,1110
1,7.382456382,1.050779037,1.005848637,0.940102948,5,0.396074168,1,1110
15,9.215917632,0.980533969,1.034022945,0.979925792,22,0.240126259,1,1111
2,7.880518288,1.080745348,0.765166337,1.236448101,1,0.294690787,0,1112
1,7.058311894,0.806990882,0.894841259,1.685714354,1,0.505670966,0,1112
3,7.586906635,0.949787836,1.076470588,1.035897436,1,0.308675414,0,1112
10,9.037055208,0.897805634,0.945797571,1.003167549,2,0.753120994,1,1113
2,7.85793329,0.963388827,0.933401582,1.051131983,1,0.307032758,0,1113
1,7.598493566,1.097879592,0.985816006,1.384060803,1,0.799284451,0,1114
2,8.676604366,1.032521246,0.974721886,1.011547723,6,0.189036547,1,1114
13,8.683595664,1.077582991,1.111435726,0.788756408,1,0.360141907,0,1115
3,7.746859093,0.952629086,0.945084145,0.986176143,2,0.516703579,1,1116
1,7.204415176,0.985236985,1.020364416,1.108479139,2,0.761884243,1,1116
11,8.938603681,0.99812835,0.647650401,1.141122884,1,0.29294136,0,1117
1,7.108768096,1.02960103,0.954414784,0.92760364,9,0.832733109,1,1117
13,9.488853578,1.033530572,0.82855078,0.911111111,17,0.87254085,1,1118
1,7.161141284,1.031829478,0.992411426,0.781793328,2,0.384069714,1,1119
13,8.934363727,0.994405594,1.054054054,0.996969697,2,0.661489846,1,1120
2,7.161023346,0.964259259,0.982162008,0.946727273,9,0.496349677,1,1121
5,8.972769224,0.958991597,0.993699221,0.92922035,21,0.405563323,1,1121
1,7.232634579,0.967775523,0.973605543,1.13969853,1,0.289334452,0,1122
1,7.497642722,0.945068245,1.160879632,1.14698077,1,0.417110914,0,1122
1,7.428773313,1.055319129,0.900889486,1.07193326,1,0.456171364,0,1122
4,7.890016572,1.027542373,1.071354347,0.783635073,5,0.508011713,1,1123
2,7.400124077,1.037186459,0.884507917,0.828993992,3,0.680237674,1,1123
11,9.207365136,0.927314815,1.075492561,0.668872118,5,0.700600582,1,1123
1,7.285822952,0.991935484,0.993425858,0.988243938,40,0.496916915,1,1124
1,8.140467747,0.99399999,1,,9,0.674022191,1,1125
1,9.768804194,1.011441061,0.997985179,,95,0.295776826,1,1125
1,7.070120829,0.996155958,1.043685242,0.849900318,4,0.369043227,1,1126
1,8.035216705,0.981641461,0.994623636,0.99036401,8,0.332912418,1,1127
1,7.188354104,1.041569542,0.985979538,0.91163311,4,0.946664646,1,1127
2,7.715385573,1.005085176,0.961777751,0.884220037,13,0.378254387,1,1128
1,7.025596713,0.973367497,0.998043512,0.945844125,4,1.078213124,1,1128
1,7.490361108,0.967916088,1.011012874,0.887167108,11,1.046796891,1,1128
1,7.15311163,0.971084366,1.196048629,4.785829168,1,0.412192933,0,1129
1,7.225173584,0.897284534,1.092827004,0.872011252,1,1.017413884,0,1130
2,7.650830319,1.172350792,1.104242424,1.006343714,1,0.515128299,0,1130
3,10,1.02974607,0.999500998,0.972818312,1,0.847937782,0,1130
6,8.382983104,0.938397406,1.012077295,0.896836983,2,0.635353527,1,1131
5,8.974620911,0.996219805,0.986994891,0.938891521,1,0.585813193,0,1131
5,8.08604507,0.955304254,0.985805188,0.887705712,1,0.504870235,0,1132
1,7.092140515,0.979768786,1.004354136,,7,0.371663907,1,1133
5,8.806472253,1.026290918,1.071304784,1.0923199,1,0.542937048,0,1134
1,7.147621423,0.970377052,0.962631214,1.048975718,1,0.462568749,0,1134
1,7.00138171,0.989883022,0.993076318,0.828608041,3,0.532516837,1,1135
1,8.130655194,1.010953851,1.053720409,1.154101771,2,0.475418478,1,1136
1,7.670865907,0.979173492,1.013824084,0.946911389,3,0.969816484,1,1137
7,7.800028594,1.029509199,0.69661052,1.26690392,1,0.948352122,0,1137
1,7.382488761,1.001366637,1.078879847,1.338481391,3,0.717449311,1,1137
6,8.705876943,1.032998565,1.035740741,0.996090114,1,0.324404513,0,1137
5,9.1471762,1.016136486,1.078298738,0.850213912,1,0.536366586,0,1138
1,8.214129239,0.951837824,0.950104039,0.996129455,1,0.575137044,0,1139
1,7.019796007,0.988850103,0.966077921,1.190546746,5,0.509680161,1,1139
13,8.162854234,1.060558591,0.703090522,1.135728934,2,0.511091953,1,1140
1,7.464135339,1.005493319,1.055414027,0.895633622,1,0.415624754,0,1140
2,7.159194487,0.968070245,0.971456311,0.976450867,3,0.312302764,1,1140
2,7.117170278,1.001726784,1.056099551,0.941224657,1,0.332642084,0,1140
1,7.186092156,0.957896742,0.997768687,0.936460475,8,0.348767966,1,1140
1,7.184728934,1.002970665,1.000377358,0.906340335,25,0.359050141,1,1140
2,8.205588577,1.04880597,0.951757507,0.901137171,25,0.479957857,1,1140
3,9.257843022,1.01088647,1.023424879,1.081927711,1,0.85558429,0,1141
2,8.75797244,0.962749958,0.941885122,1.003721792,2,0.371683995,1,1142
1,8.015964516,1.005621374,0.961187198,1.081626819,1,0.314212591,0,1142
3,8.881030846,0.977403846,0.999508116,0.889166251,6,0.343456753,1,1142
1,8.576586409,1.013655206,1.002885098,1.025224775,8,0.640525582,1,1142
10,8.795963795,1.005169867,0.975764706,0.949047619,5,0.78452955,1,1142
10,8.994383127,1.020994014,0.858519869,1.014964734,1,0.518584652,0,1143
1,7.449367516,0.993773882,1.005600312,0.925202047,5,0.389245494,1,1143
5,8.193924926,0.986051502,1.027282851,0.97826087,2,0.723297379,1,1144
6,7.943392261,0.999461354,0.80442253,1.003977085,2,0.362109739,1,1145
2,7.961528681,0.991030631,0.990892225,0.961774744,10,0.633513075,1,1145
9,7.960214162,0.990030265,0.98503097,0.973899693,16,0.424716465,1,1145
7,8.415837596,0.999249304,0.763656034,1.100926832,1,0.350412861,0,1146
12,9.172910783,0.988872762,1.518895324,1.380312352,6,0.804094701,1,1146
2,7.441441143,0.754098361,0.949304154,1.052903206,1,1.00987758,0,1147
1,7.887922951,0.994035744,1.098772046,1.125789442,2,0.919797455,1,1147
1,7.071142844,0.983529188,0.996120365,0.995850335,9,0.363161989,1,1148
1,8.266593336,1.000793966,1.000396983,0.744149156,3,0.604943057,1,1148
1,7.795878601,0.967815829,0.991801386,0.968309859,3,0.936655004,1,1149
2,9.180983805,0.984600577,1.02909316,0.912690355,11,0.850870578,1,1149
5,7.948422088,1.007169487,0.894724374,1.194029812,2,0.645229913,1,1150
3,7.60927146,1.004545425,0.916639546,1.446230272,1,0.815978897,0,1150
1,8.521124677,0.987745797,1.029203289,0.874430498,2,0.797672743,1,1150
6,8.015467764,0.982586207,1.406438632,0.929824523,1,0.780101284,0,1151
3,7.354230775,1.005262756,0.982330827,0.999254288,22,0.747325838,1,1152
10,8.295584706,1.077631602,0.734654491,1.062675103,1,0.35187386,0,1153
3,7.674137655,0.978971963,0.990450726,1.00499232,4,0.271153274,1,1153
2,7.720323483,1.018659881,1.015955153,0.967493584,2,0.400314008,1,1153
3,8.577697398,1.001271375,1.01433807,0.856456528,6,0.277683384,1,1154
13,8.34060983,0.990134577,1.044187898,0.93641585,16,0.487542864,1,1154
1,8.092405796,1.016672698,0.989440552,0.95499232,16,0.248096768,1,1154
1,7.399153643,1.019607825,1.021645002,1.255264965,1,0.681957871,0,1155
1,7.025343634,0.978978979,0.976539589,1.040114613,2,0.762851518,1,1155
3,8.556048319,0.895213454,1.053370787,0.570672714,1,0.566411664,0,1155
4,8.231865825,1.010007148,0.997165131,0.995873968,8,0.570651018,1,1156
2,7.154779652,1.008629989,0.982142857,0.982287723,10,1.029921137,1,1156
2,8.273292697,0.852510639,1.275368224,1.463008176,1,0.902312168,0,1157
1,7.433429653,0.957514451,1.023758099,1.028326299,3,0.283271773,1,1157
1,7.273095544,0.984107199,0.989978743,1.105129829,5,0.760547332,1,1157
1,7.653053658,1.019033266,1.025888421,1.081013848,1,0.688858766,0,1158
8,7.707808736,0.966147176,0.846963138,1.055581529,1,0.457971021,0,1159
3,8.089410725,1.007452872,1.053226566,0.887119438,4,0.319546404,1,1159
1,7.681601094,0.951741234,0.991044761,0.930141747,2,0.855286787,1,1160
4,8.565158181,1.008869171,0.870257592,0.969100515,2,0.455949294,1,1161
2,7.528485477,1.023021115,1.018762995,1.322580679,1,0.384263697,0,1161
1,7.824613746,1.016748768,1.00459159,0.782828283,17,0.468390905,1,1162
10,8.667886749,1.005059798,0.989061076,0.96089641,8,0.51992692,1,1162
8,8.322420234,0.952112676,1.1328,0.87093207,7,0.299852794,1,1163
1,7.606225319,1.009302326,0.997727273,0.993006993,21,0.541893699,1,1164
6,8.782481802,0.991531404,1.144534413,1.091117917,13,0.687544103,1,1165
3,7.225682352,0.980802792,0.998205742,0.998523767,15,1.085080809,1,1165
7,8.800041033,0.997406721,0.909718496,1.038625813,1,0.468512649,0,1166
1,7.001207972,0.981329182,0.975758838,1.121278295,1,0.840157865,0,1166
2,7.593988886,1.062181423,0.943878655,1.232842546,1,0.686639893,0,1166
10,8.667175323,1.017052632,1.031863815,1.03579223,25,0.956532121,1,1167
1,7.33219539,0.998982854,0.959632517,0.974808324,5,0.672104379,1,1168
2,7.64738598,0.976262759,0.950480109,0.995452543,2,0.303207235,1,1169
1,7.250861123,1.035373284,0.977440379,1.036180969,1,0.64681314,0,1169
3,7.286051227,1.002426379,0.844122689,1.051021706,3,0.375398121,1,1169
2,7.236628935,0.99129376,1.009529684,1.043129388,14,0.452423653,1,1169
10,9.404093663,0.926056406,0.776807938,1.067469814,1,1.003030412,0,1170
1,7.553433812,1.020134209,1.010016193,0.893819321,2,0.503939654,1,1170
10,8.145988629,1.021246459,1.016761364,0.86167147,8,1.058403155,1,1170
5,8.056276169,1.016908213,1.042105263,0.944297082,8,0.64180309,1,1170
7,9.922313528,1.040517241,0.973463687,0.905932203,1,0.967164793,0,1171
5,10,0.947368421,1.055161943,0.865,2,0.667527012,1,1171
14,9.943229399,1.011235955,1.036585366,0.968627451,2,0.964197026,1,1171
6,9.719407638,0.991818462,1.049243643,0.948857096,25,1.016869728,1,1172
7,10,0.993940312,1.026778764,0.9865246,32,1,1,1172
4,8.732034428,1.037113402,0.905222424,,1,0.260698619,0,1173
1,7.772967735,1.040071238,0.937419076,0.935779799,1,0.282574752,0,1173
6,8.752854101,0.94579288,1.015273312,0.95250212,2,0.275210562,1,1173
8,7.777181329,0.973644578,1.151041667,1.059125964,1,0.636270581,0,1173
1,7.357895858,0.985326087,1.005492139,0.95264624,19,0.992575951,1,1174
11,8.323467236,0.970292392,0.801467476,1.08129128,1,0.57360401,0,1175
4,7.746354653,0.986501192,0.948745609,1.17194343,1,0.372773986,0,1175
4,8.133171684,1.02296,1.047944444,0.802589271,2,0.767419242,1,1175
3,7.802291701,1.03325,0.938948598,0.940349061,1,0.310305672,0,1175
1,7.252389966,1.000288184,0.991230634,1.031585048,6,0.853707548,1,1176
1,7.42734013,0.985722131,1.001109262,0.897976157,6,0.352105741,1,1177
1,8.669339082,1.00419411,0.969069682,1.008153721,2,0.679082237,1,1178
1,7.370609092,0.978911565,0.980494148,0.775884666,5,0.541833166,1,1178
2,8.027613581,1.008658009,1.03243513,0.922302158,6,0.369177973,1,1179
1,7.663128049,0.971803997,0.981233244,0.978723404,6,0.364623814,1,1179
9,7.862512317,0.922380787,0.977272727,0.932028836,2,0.612526301,1,1180
1,7.045415206,0.987804878,1.008,0.947692308,6,0.789572913,1,1181
1,7.751432445,0.994909091,1.017595308,0.994074074,20,0.611678243,1,1181
3,7.788061858,1.035150093,0.920192245,1.22763899,1,0.417377064,0,1182
3,8.705213301,1.019532883,0.972594434,1.0691247,15,0.362355386,1,1182
3,8.751316912,0.981384277,0.791712605,1.154982139,1,0.746329839,0,1183
1,7.665446325,1.061842712,0.872254256,1.313034939,1,0.537789171,0,1183
7,8.455832047,1.026327839,0.833079558,0.768650382,2,0.569356808,1,1183
1,7.134836473,1.02403496,0.956934307,0.950111818,8,0.464108247,1,1183
9,8.093102348,1.020887306,0.992463958,0.944272446,5,0.31340606,1,1183
4,8.046834238,1.007751938,0.994125621,1,10,0.857712338,1,1184
2,7.079131352,0.992038071,1.010124466,1.036026714,44,1.009946581,1,1185
1,7.273754395,0.999003961,1.029600413,1.04743088,1,0.75171871,0,1186
2,7.926450954,1.028436037,0.646333559,1.537325711,1,0.432419118,0,1186
2,7.540990885,1.187050435,1.014862032,1.518072272,1,0.335795391,0,1186
1,9.036704987,0.984725966,0.983857264,1.028423736,3,0.61157054,1,1186
2,7.253797133,0.975573649,1.099368421,0.966122977,3,0.488872302,1,1187
5,8.255762321,1.045939295,0.864742698,0.801114594,9,0.50303967,1,1187
1,7.241240714,0.996114241,0.991887193,0.982159985,21,0.802094486,1,1188
2,7.963154592,0.999364575,1.005139947,0.953351344,6,0.485391221,1,1189
1,7.035890371,1.025416667,1.007553504,0.902345416,1,1.160591518,0,1190
3,7.33963641,1.02966466,0.966708281,0.959498956,3,0.299170593,1,1190
2,7.357968712,0.989073634,0.897222222,0.953852667,1,0.367035678,0,1190
4,9.473824257,1.007172131,1.034802665,1.010819165,3,0.987015408,1,1191
1,7.82815787,0.984118435,0.98060575,0.925349564,2,0.545463993,1,1192
4,7.605068368,0.921458169,0.880794702,0.991247273,2,0.445248516,1,1192
6,7.569442796,1.037619488,1.036797934,0.80247327,1,0.482552831,0,1192
3,7.887656456,0.990763141,1.021006565,0.907351022,7,0.400510261,1,1192
8,8.036606176,1.068491248,1.120147339,1.098977689,8,0.275967373,1,1193
5,9.183448444,1.002538071,1.017781541,0.93296433,4,0.479223179,1,1194
10,8.604508495,1.044109736,1.00474934,0.848421053,7,0.302966999,1,1195
1,8.0273149,0.961682412,0.947512691,1.007612616,2,0.472449802,1,1196
1,9.694032743,1.034482759,0.949402492,0.840884841,2,0.292245319,1,1196
1,7.027142944,0.992143383,1.020484637,1.056985294,3,0.609692634,1,1196
1,7.577361415,1.002489922,0.977491961,0.889791183,7,0.524187728,1,1196
2,8.556385326,1.033702213,1.026214341,1.037371134,1,0.455126122,0,1196
5,8.859680299,0.998386409,0.845862093,1.199329942,1,0.996239538,0,1197
7,8.05015402,0.959355849,0.617826089,1.157684666,2,0.389802175,1,1197
1,8.017771531,1.101449275,0.973196881,0.605750502,1,0.537514398,0,1197
2,7.152324245,0.951093951,1.014824798,0.963320419,3,0.70183981,1,1197
6,7.852384905,1.010716925,1.061915888,0.908417771,2,0.966104599,1,1197
4,7.380832722,1.012040753,0.928410372,0.731832431,18,1.049343707,1,1197
2,7.360217041,0.996069624,0.982189412,0.773910583,36,1.027436582,1,1197
1,7.390335928,1.011530398,0.986500519,0.925925926,14,0.571745531,1,1198
7,9.338731218,0.950721649,1.273143438,0.504654088,1,0.672682305,0,1199
2,8.450704802,0.975369822,1.170950226,0.794223827,2,0.454173012,1,1199
5,8.426635931,0.998083985,0.956475422,0.992781379,4,0.498288217,1,1200
1,7.752503251,0.953723547,0.998844322,1.063492745,3,0.399340102,1,1201
5,7.783512106,1.04075198,0.811917523,1.116433005,1,0.482748777,0,1201
16,8.246541433,1.012869671,1.219252698,1.417976575,8,0.479429505,1,1201
5,7.801978327,1.001292825,1.015810277,0.94109861,24,0.639923098,1,1202
4,10,0.947519672,1.029675397,1.059580488,32,0.280421341,1,1203
3,8.515377484,1.000585138,0.997164777,0.915583881,63,0.543786506,1,1203
2,9.151938677,1.001347656,0.949295919,1.0224761,1,0.361913707,0,1204
7,8.700520388,0.965717333,1.168001599,1.036195827,2,0.331207002,1,1204
1,7.637691763,0.989370059,0.934824445,0.982827191,5,0.463861656,1,1204
2,8.043627546,0.982676781,0.996923052,1.302983545,1,0.461821689,0,1205
4,9.196507788,0.988947062,1.009838786,0.966933627,13,1.047866718,1,1206
11,8.934855361,0.993337334,0.80859209,1.111065714,1,0.409404352,0,1207
1,7.908256294,0.955793715,1.20181217,1.919264572,1,0.494123633,0,1207
1,7.121430259,1.0650358,0.943598421,0.866745966,1,0.513938773,0,1207
1,7.809373259,0.985555556,0.985221675,0.90532212,2,0.462267794,1,1207
1,7.002110988,0.968850698,1.029875068,0.954974986,1,0.412681465,0,1207
1,8.870342379,1.007641921,0.9819869,1.059945504,7,0.256157551,1,1207
2,9.219103433,1.038148148,1.045264359,0.655452865,1,0.898885524,0,1208
1,9.233195648,1.006381227,1.012730745,0.96589181,4,1.04051846,1,1209
1,7.246198985,0.994070649,0.991042808,0.979477366,2,0.703792435,1,1210
4,7.733049879,0.950635386,0.962365591,0.96510341,3,0.431173977,1,1210
6,8.347062935,0.992898524,0.946238467,0.999277718,2,0.358092703,1,1210
10,7.959610786,1.012468031,0.965625,0.803750404,3,0.269080582,1,1211
8,7.628257533,0.986411365,1.001907184,1.054625829,4,0.610013225,1,1211
4,8.690943917,0.941040544,0.764499097,1.215953339,2,0.327463975,1,1212
5,8.031847664,0.997686524,0.925128205,0.880753146,7,0.374202233,1,1212
7,7.749334555,0.989690774,0.976061009,1.137472251,1,0.531179564,0,1213
1,8.04945579,1.051825677,1.001222494,1.141463373,1,0.622599924,0,1213
2,7.385256523,0.994290375,1.006562756,0.865535788,7,1.098631661,1,1213
11,8.586540819,0.992468619,0.93354183,0.86996904,5,0.730531749,1,1213
3,7.771721419,1.01355803,0.88191054,1.150971617,1,0.422757495,0,1214
3,7.258513322,1.039213094,1.029234914,1.478184786,1,0.385954785,0,1214
1,7.416802007,1.014841351,0.989517186,0.924992439,6,0.675468661,1,1214
8,8.02724151,0.992246704,1.015777262,0.945407599,6,0.567116673,1,1214
13,8.765972053,0.966014426,0.800172286,0.945485571,3,0.389871314,1,1215
2,7.706602469,1.02485551,0.919324088,1.052448567,1,0.985407656,0,1216
1,7.261785076,0.985489621,1.025896373,1.136610338,1,0.798141912,0,1216
1,7.183770782,0.984175043,1.0434009,1.315419799,1,0.72885899,0,1216
5,8.078947288,1.024269167,1.098510185,0.940913298,6,0.860369979,1,1216
2,8.772050257,0.984695163,0.985874286,0.9625136,1,0.664161546,0,1217
